field,ID,RA,DEC,z_peak,z_a,z_ml,Prob_gt_6,bin_z,F090W_flux,F090W_err,F115W_flux,F115W_err,F150W_flux,F150W_err,F200W_flux,F200W_err,F277W_flux,F277W_err,F356W_flux,F356W_err,F444W_flux,F444W_err,A_arcsec,B_arcsec,R_KRON_U,FWHM_arcsec,GINI,clean_phot_bands,size_usable,F444W_SNR,F356W_SNR
GOODS-N,1155827,189.3644,62.260162,6.320000171661377,6.320000171661377,6.314327239990234,1.0,6-8,26.8157,3.1906,40.9509,2.1284,28.3081,2.6260,25.7066,3.1596,28.2839,1.9270,40.7347,1.4752,28.4079,1.5449,0.0759,0.0692,1.4000,0.1709,0.6485,7,1,18.39,27.61
GOODS-N,1156098,189.3752,62.262344,6.990000247955322,6.990000247955322,6.9936137199401855,0.9999994039535522,6-8,26.7063,6.2169,29.3533,5.6161,29.2465,5.3227,33.2823,5.2487,27.0444,3.5040,30.3004,3.4273,24.5737,3.6966,0.0937,0.0818,1.4000,0.2071,0.5249,7,1,6.65,8.84
GOODS-N,1156373,189.37349,62.26455,7.260000228881836,7.260000228881836,7.257709980010986,0.9907169342041016,6-8,-9.8495,6.6059,-0.1490,5.2995,2.0432,13.9999,-2.2025,6.0529,1.7596,3.0266,5.1797,3.2657,12.9003,3.4315,0.0876,0.0732,1.4000,0.1900,0.5376,7,1,3.76,1.59
GOODS-N,1156844,189.4788,62.268875,6.680000305175781,6.680000305175781,6.676570892333984,0.9997978806495667,6-8,16.7937,4.1577,27.7204,4.2078,29.0454,3.7189,23.7450,4.3948,30.1724,2.3016,42.2166,2.2958,40.6809,2.5698,0.0978,0.0831,1.4000,0.2137,0.5750,7,1,15.83,18.39
GOODS-N,1157050,189.49837,62.27121,6.630000114440918,6.630000114440918,6.627217769622803,1.0,6-8,8.3363,5.2159,34.3514,4.7775,28.6020,4.9318,24.5204,4.8703,24.2848,2.7834,43.0675,3.5200,26.5949,3.6762,0.0952,0.0773,1.4000,0.2041,0.6227,7,1,7.23,12.24
GOODS-N,1157334,189.41824,62.273777,7.480000019073486,7.480000019073486,7.476677417755127,0.9918391108512878,6-8,9.4853,4.8326,3.6652,5.0661,7.9904,4.5833,7.6962,4.3479,10.8971,2.4037,9.2117,3.4624,11.5994,3.5685,0.0818,0.0765,1.4000,0.1864,0.5178,7,1,3.25,2.66
GOODS-N,1157343,189.33864,62.273964,6.409999847412109,6.409999847412109,6.404812335968018,0.9999877214431763,6-8,11.6257,13.2595,11.9377,4.4244,7.6757,4.3662,7.7072,6.3015,9.1190,2.3153,14.3992,1.8100,7.7589,2.6896,0.0787,0.0696,1.4000,0.1749,0.6339,7,1,2.88,7.96
GOODS-N,1157678,189.30211,62.2753,6.670000076293945,6.670000076293945,6.6665167808532715,0.999613344669342,6-8,19.4215,5.4127,42.1136,2.9118,42.5579,4.0135,36.4356,6.5767,49.6855,3.8797,64.1550,2.5860,55.1968,2.7175,0.1243,0.0937,1.4000,0.2592,0.6789,7,1,20.31,24.81
GOODS-N,1157906,189.34575,62.276497,6.730000019073486,6.730000019073486,6.726974010467529,0.9480041265487671,6-8,16.0876,16.7058,20.3301,6.5022,8.1168,5.9140,13.1452,16.8675,9.8580,9.8983,20.0432,4.3112,7.9406,4.7137,0.1337,0.0902,1.4000,0.2685,0.5012,7,1,1.68,4.65
GOODS-N,1158127,189.30933,62.278038,6.820000171661377,6.820000171661377,6.787958145141602,0.9998409152030945,6-8,0.2400,5.3758,34.5888,3.9434,29.8465,4.7347,25.3058,6.4400,36.2710,3.7385,45.6492,2.9526,37.6109,3.1170,0.1438,0.0762,1.4000,0.2710,0.6203,7,1,12.07,15.46
GOODS-N,1158280,189.43993,62.27914,8.15999984741211,8.15999984741211,8.150402069091797,0.9999998807907104,8-10,1.6184,3.5246,3.2291,2.5725,0.6789,2.4544,5.4744,2.3670,8.6246,1.6742,20.7433,1.4847,57.1955,1.7621,0.0758,0.0704,1.4000,0.1723,0.6530,7,1,32.46,13.97
GOODS-N,1158304,189.4325,62.279293,6.800000190734863,6.800000190734863,6.802170276641846,0.9999959468841553,6-8,22.3336,7.5082,61.3581,39.0929,55.9307,42.7971,44.7671,5.9821,51.2462,5.2336,91.3783,5.9946,68.6193,5.6550,0.1460,0.1056,1.4000,0.3001,0.6124,7,1,12.13,15.24
GOODS-N,1158461,189.37857,62.280746,7.0,7.0,6.996151447296143,1.0,6-8,5178.4285,7.9485,7328.3707,7.9437,7916.2130,7.0948,6313.2496,8.8761,3894.3854,3.6194,3184.7755,3.9689,2399.8648,4.2398,0.0938,0.0902,1.4000,0.2166,0.9308,7,1,566.03,802.44
GOODS-N,1158802,189.33516,62.28399,7.010000228881836,7.010000228881836,7.014225482940674,0.985378086566925,6-8,2.7581,4.0341,5.6424,2.5490,5.5336,2.8791,5.5334,4.4391,5.1054,2.8972,8.6003,2.2735,9.8580,2.3292,0.0883,0.0670,1.4000,0.1846,0.5038,7,1,4.23,3.78
GOODS-N,1159175,189.33647,62.28714,10.520000457763672,10.520000457763672,10.520756721496582,0.9999998807907104,10-15,-4.7765,2.9110,-5.4693,2.2638,11.6205,2.4341,13.9743,3.2339,12.6375,2.1570,11.5859,1.7049,14.8691,1.9705,0.0814,0.0750,1.4000,0.1843,0.5309,7,1,7.55,6.80
GOODS-N,1159176,189.33649,62.28729,10.90999984741211,10.90999984741211,10.882540702819824,0.9999998807907104,10-15,6.3704,2.7629,0.1846,2.1879,44.4364,2.3847,58.4996,3.1000,46.4051,2.0424,44.3152,1.6198,45.8384,1.9161,0.0779,0.0739,1.4000,0.1788,0.6389,7,1,23.92,27.36
GOODS-N,1159281,189.28722,62.288223,6.690000057220459,6.690000057220459,6.693315029144287,0.9995815753936768,6-8,4.4537,3.6782,10.6577,3.8555,14.9294,5.3031,9.2830,2.4804,11.4730,2.2085,18.8088,3.3867,14.5969,2.8819,0.1208,0.0730,1.4000,0.2350,0.6931,7,1,5.07,5.55
GOODS-N,1159334,189.36021,62.288666,9.630000114440918,9.630000114440918,9.62884521484375,1.0000001192092896,8-10,4.0192,3.2614,2.0121,3.3103,16.6955,3.0851,18.8221,3.8005,14.5374,3.0508,14.9065,2.4672,20.1361,2.9209,0.0758,0.0704,1.4000,0.1723,0.5905,7,1,6.89,6.04
GOODS-N,1159335,189.36005,62.288757,9.59000015258789,9.59000015258789,9.589799880981445,1.0000001192092896,8-10,8.0069,3.9217,0.7926,3.9910,22.1270,3.7143,27.0061,4.6835,15.8855,3.8162,18.4015,3.0306,17.1513,3.4198,0.0901,0.0850,1.4000,0.2063,0.5289,7,1,5.02,6.07
GOODS-N,1159555,189.34541,62.289997,7.450000286102295,7.450000286102295,7.446202278137207,1.0,6-8,11.0009,4.4376,19.9335,2.6560,17.1311,3.1768,28.8241,3.9162,19.5391,2.6283,17.1525,2.0382,19.9433,2.0749,0.0854,0.0786,1.4000,0.1933,0.5345,7,1,9.61,8.42
GOODS-N,1159644,189.40266,62.29068,10.170000076293945,10.170000076293945,10.174609184265137,1.0,10-15,5.5712,4.2909,-5.3272,5.3323,45.1337,5.9047,50.9976,4.4492,42.3991,3.2818,41.3720,2.6540,42.9001,2.5204,0.0809,0.0772,1.4000,0.1862,0.6950,7,1,17.02,15.59
GOODS-N,1160112,189.36177,62.294247,6.619999885559082,6.619999885559082,6.620469570159912,0.9999999403953552,6-8,2.4054,8.2364,21.9356,6.9221,25.7324,5.8424,16.9499,6.2218,38.0836,4.8195,72.3048,4.1882,36.2806,6.2649,0.1239,0.1082,1.4000,0.2740,0.6650,7,1,5.79,17.26
GOODS-N,1160113,189.36179,62.294365,6.650000095367432,6.650000095367432,6.6456451416015625,1.0,6-8,23.4422,11.9408,108.5081,10.0621,108.8304,8.4596,97.0280,8.9553,119.9688,7.0736,157.6560,6.1266,133.3129,9.3899,0.1662,0.1164,1.4000,0.3378,0.7328,7,1,14.20,25.73
GOODS-N,1160114,189.36165,62.294395,6.659999847412109,6.659999847412109,6.6624860763549805,1.0,6-8,14.3216,7.6504,49.9620,6.4486,57.9391,5.5350,55.0825,5.7918,51.6022,4.4594,68.8269,3.9770,55.0825,5.8610,0.1161,0.0947,1.4000,0.2495,0.6642,7,1,9.40,17.31
GOODS-N,1160201,189.40312,62.294804,7.260000228881836,7.260000228881836,7.255636215209961,1.0,6-8,7.1381,4.4991,24.2997,3.9398,26.4912,3.9850,27.4928,4.2841,26.9614,3.0774,25.2992,2.2892,31.5764,3.0926,0.0885,0.0810,1.4000,0.1997,0.6042,7,1,10.21,11.05
GOODS-N,1160501,189.35072,62.297073,7.320000171661377,7.320000171661377,7.320736408233643,0.9999998807907104,6-8,-3.9997,3.5131,15.2120,5.4380,26.6786,4.6009,13.5147,4.1221,14.4423,2.5059,11.8928,3.0027,22.7357,3.6628,0.0815,0.0644,1.4000,0.1729,0.5696,7,1,6.21,3.96
GOODS-N,1160607,189.33261,62.29789,6.970000267028809,6.970000267028809,6.967456340789795,0.9656326770782471,6-8,2.2353,5.0808,10.1218,7.1154,6.0121,7.0125,8.0055,5.4792,7.4557,4.2467,17.1825,4.5992,26.9600,5.1124,0.1261,0.0771,1.4000,0.2461,0.5093,7,1,5.27,3.74
GOODS-N,1160626,189.32924,62.29804,6.690000057220459,6.690000057220459,6.688409805297852,1.0000001192092896,6-8,11.3110,3.8757,46.0704,3.2294,50.7349,4.9782,46.1471,2.9310,54.8328,3.1425,85.5017,3.2219,68.4786,2.8338,0.0920,0.0817,1.4000,0.2048,0.6429,7,1,24.16,26.54
GOODS-N,1160670,189.29315,62.298443,7.510000228881836,7.510000228881836,7.510581970214844,1.0000001192092896,6-8,-0.3374,3.9363,10.0457,3.9042,8.7821,6.2897,5.3495,2.9703,9.4255,1.6464,11.5041,2.3450,13.8752,2.0367,0.0897,0.0707,1.4000,0.1902,0.6591,7,1,6.81,4.91
GOODS-N,1160757,189.41724,62.299007,7.25,7.25,7.251339435577393,0.9999999403953552,6-8,1.0261,3.0924,8.3989,3.0505,5.4532,3.2407,11.4887,4.5061,16.0896,3.4708,5.8809,2.2001,12.0868,2.1932,0.0842,0.0757,1.4000,0.1885,0.5001,7,1,5.51,2.67
GOODS-N,1160784,189.30484,62.299328,9.289999961853027,9.289999961853027,9.289522171020508,0.9982247352600098,8-10,-4.8757,4.2693,6.6511,3.1656,18.3987,3.4787,17.7027,2.6092,14.5875,1.6506,13.5736,2.8191,21.9224,2.8005,0.1120,0.0759,1.4000,0.2252,0.5788,7,1,7.83,4.81
GOODS-N,1160786,189.32216,62.29933,6.639999866485596,6.639999866485596,6.63661003112793,0.9999998807907104,6-8,23.5759,5.4949,59.7474,4.6268,63.7764,5.4619,67.7137,3.8628,78.2926,4.3649,135.9699,4.0182,92.2613,3.5627,0.1259,0.0821,1.4000,0.2503,0.7519,7,1,25.90,33.84
GOODS-N,1160830,189.42188,62.299564,6.889999866485596,6.889999866485596,6.892674922943115,0.9999999403953552,6-8,-2.1761,3.7825,8.4163,3.3980,11.0505,2.9419,11.5339,3.4517,11.5198,2.3233,27.6098,2.3275,25.0488,2.3507,0.0935,0.0761,1.4000,0.2008,0.7125,7,1,10.66,11.86
GOODS-N,1161081,189.30667,62.30177,8.319999694824219,8.319999694824219,8.293150901794434,1.0,8-10,9.0732,4.4843,18.2494,4.3131,19.7150,4.4820,16.1699,2.3365,14.5046,1.7269,14.1715,3.1443,22.4855,3.1563,0.1476,0.0817,1.4000,0.2809,0.5697,7,1,7.12,4.51
GOODS-N,1161132,189.4396,62.302025,7.28000020980835,7.28000020980835,7.280777454376221,0.9999998807907104,6-8,-6.8498,7.0943,14.5283,7.2955,33.8084,9.5524,14.7143,7.6895,24.7341,3.9456,22.7208,3.3349,53.5228,3.0382,0.0836,0.0791,1.4000,0.1917,0.5832,7,1,17.62,6.81
GOODS-N,1161133,189.43958,62.302113,7.260000228881836,7.260000228881836,7.261218070983887,1.0,6-8,0.3744,7.3293,24.1918,7.6064,37.7263,9.9831,21.2376,7.9214,24.9737,4.1214,30.3182,3.5070,76.3835,3.2145,0.0858,0.0694,1.4000,0.1837,0.6557,7,1,23.76,8.65
GOODS-N,1161140,189.29977,62.30217,6.760000228881836,6.760000228881836,6.761326313018799,0.9999998807907104,6-8,5.8377,2.8796,18.4394,1.9973,17.1192,2.2766,20.7714,1.5929,13.3892,0.8344,14.8998,1.4834,14.1858,1.5507,0.0643,0.0601,1.4000,0.1467,0.6670,7,1,9.15,10.04
GOODS-N,1161188,189.41266,62.30252,6.28000020980835,6.28000020980835,6.276037216186523,0.999993622303009,6-8,17.8229,23.2683,28.7739,14.6938,26.4435,16.4978,34.3680,15.8897,32.3136,12.8246,46.8211,6.5383,35.5425,6.3594,0.1586,0.0821,1.4000,0.2973,0.6621,7,1,5.59,7.16
GOODS-N,1161189,189.4128,62.302532,6.320000171661377,6.320000171661377,6.319622039794922,0.9972668886184692,6-8,5.5885,13.7594,12.8927,9.0562,9.0772,9.9422,6.1661,9.5642,11.2093,7.4403,15.6353,4.0771,16.4325,4.0785,0.1105,0.0732,1.4000,0.2207,0.6784,7,1,4.03,3.83
GOODS-N,1161231,189.2878,62.302925,6.639999866485596,6.639999866485596,6.636453151702881,1.0,6-8,4.8719,3.4153,27.6682,4.3555,35.1580,4.7821,32.2451,4.2056,40.2652,1.9087,58.2211,3.3870,45.3659,3.1898,0.1058,0.0614,1.4000,0.2037,0.6684,7,1,14.22,17.19
GOODS-N,1161442,189.34105,62.304176,6.53000020980835,6.53000020980835,6.526403427124023,0.9999725818634033,6-8,7.8269,2.5940,4.1812,3.4271,7.2731,3.2299,13.2476,3.5893,13.6007,2.2038,21.0747,2.3321,8.6459,2.8282,0.0824,0.0752,1.4000,0.1858,0.4975,7,1,3.06,9.04
GOODS-N,1161475,189.31021,62.304398,6.829999923706055,6.829999923706055,6.829200267791748,0.9999999403953552,6-8,8.7345,2.3910,40.3225,2.1157,35.3783,2.3388,34.7446,1.0414,36.4929,0.8446,45.4322,1.7551,38.8940,1.5036,0.0823,0.0742,1.4000,0.1845,0.6680,7,1,25.87,25.89
GOODS-N,1161476,189.30998,62.304455,6.880000114440918,6.880000114440918,6.882561206817627,1.0000001192092896,6-8,9.4114,2.3681,46.8662,2.0616,40.4237,2.3142,38.5743,1.0173,38.2206,0.8128,45.8312,1.7395,40.4862,1.4639,0.0800,0.0726,1.4000,0.1799,0.7530,7,1,27.66,26.35
GOODS-N,1161508,189.44502,62.304577,9.029999732971191,9.029999732971191,9.028387069702148,0.9999144673347473,8-10,6.3391,9.0674,-1.1394,7.0111,12.7018,7.8270,17.2264,6.4997,15.2782,3.9813,12.2244,3.0071,24.0796,3.1294,0.0839,0.0768,1.4000,0.1894,0.4834,7,1,7.69,4.07
GOODS-N,1161718,189.33546,62.30599,6.639999866485596,6.639999866485596,6.639856338500977,0.9999998807907104,6-8,9.7949,2.7673,25.3484,3.7110,38.6346,3.1935,32.1755,1.3197,41.4464,1.0911,63.1788,2.5079,48.6462,2.6470,0.0841,0.0732,1.4000,0.1857,0.7316,7,1,18.38,25.19
GOODS-N,1161748,189.33516,62.30619,6.619999885559082,6.619999885559082,6.620377540588379,1.0,6-8,29.2570,2.9537,64.1101,3.9952,69.9222,3.4288,63.8311,1.4437,74.1987,1.1859,138.1432,2.6651,77.2020,2.8138,0.0910,0.0796,1.4057,0.2013,0.7340,7,1,27.44,51.83
GOODS-N,1161823,189.29202,62.30672,6.039999961853027,6.039999961853027,6.040215492248535,0.8335270881652832,6-8,11.0090,4.1741,12.0881,13.6641,10.4008,3.6404,11.8662,2.6331,14.9657,1.2081,30.1816,2.3540,18.6301,2.2218,0.0819,0.0700,1.4000,0.1794,0.6150,7,1,8.39,12.82
GOODS-N,1161868,189.27863,62.307163,7.450000286102295,7.450000286102295,7.445647716522217,1.0,6-8,0.3656,2.6611,8.7341,2.6551,15.7940,3.6018,9.9742,2.4482,16.2115,1.2390,19.9230,2.1520,33.3607,2.2237,0.0877,0.0772,1.4000,0.1945,0.6074,7,1,15.00,9.26
GOODS-N,1161869,189.27843,62.307156,7.460000038146973,7.460000038146973,7.464683532714844,0.9999999403953552,6-8,3.9760,2.4134,17.6728,2.3855,19.1518,3.2578,17.7106,2.2033,18.3208,1.0916,28.7931,1.9619,37.6128,2.0287,0.0801,0.0733,1.4000,0.1808,0.6852,7,1,18.54,14.68
GOODS-N,1162117,189.28674,62.308796,8.9399995803833,8.9399995803833,8.917852401733398,1.0,8-10,-3.6309,6.2994,27.0409,5.5103,69.7553,4.7283,81.0311,4.2411,70.2389,2.2178,92.7697,2.9851,134.9768,2.5240,0.0939,0.0846,1.4000,0.2105,0.7873,7,1,53.48,31.08
GOODS-N,1162219,189.34096,62.309296,7.139999866485596,7.139999866485596,7.141861915588379,0.998799204826355,6-8,1.1800,2.6181,13.6171,3.3056,6.4056,2.8979,11.3615,3.2966,11.9011,2.0254,8.0609,2.2377,14.7675,2.7042,0.0746,0.0703,1.4000,0.1707,0.5028,7,1,5.46,3.60
GOODS-N,1162222,189.30261,62.309288,6.889999866485596,6.889999866485596,6.883960247039795,0.9527145624160767,6-8,7.1968,5.3340,15.3487,4.5700,15.5360,5.2549,8.7974,2.2676,12.6614,1.6973,12.8760,4.3265,11.1398,3.4700,0.1268,0.0752,1.4000,0.2454,0.5298,7,1,3.21,2.98
GOODS-N,1162242,189.30771,62.309425,6.940000057220459,6.940000057220459,6.940548896789551,0.9390092492103577,6-8,3.0400,3.4689,7.7838,3.1223,10.6378,3.3930,6.4696,1.4483,10.0599,1.3762,10.8441,2.9001,12.1933,2.6504,0.0896,0.0834,1.4000,0.2038,0.5434,7,1,4.60,3.74
GOODS-N,1162294,189.32576,62.30976,8.640000343322754,8.640000343322754,8.630643844604492,0.9999997615814209,8-10,3.5850,4.1961,13.2755,4.2606,22.6494,4.2221,19.9041,1.9856,16.7253,1.5140,23.1971,3.2399,23.2089,3.8588,0.1196,0.0665,1.4000,0.2278,0.6099,7,1,6.01,7.16
GOODS-N,1162316,189.40681,62.309856,8.020000457763672,8.020000457763672,8.012868881225586,0.9999783635139465,8-10,-6.1692,9.2936,23.9200,8.9943,20.5795,10.1329,16.3539,9.4395,20.8967,5.1378,16.2271,7.0560,29.4779,8.1468,0.1615,0.0754,1.4000,0.2968,0.5565,7,1,3.62,2.30
GOODS-N,1162427,189.32764,62.310905,8.550000190734863,8.550000190734863,8.55363941192627,0.9999999403953552,8-10,0.0878,2.5366,15.7037,2.8282,31.7717,2.7781,29.4629,1.1263,27.9450,0.9398,32.5236,2.2641,59.9981,2.5516,0.0780,0.0658,1.4000,0.1699,0.6880,7,1,23.51,14.36
GOODS-N,1162448,189.31487,62.3111,6.990000247955322,6.990000247955322,6.993469715118408,0.9983433485031128,6-8,4.2819,2.1210,7.2879,2.6227,2.9924,2.5655,2.7820,0.9566,4.4608,0.7777,3.9499,1.9104,6.7574,2.0494,0.0671,0.0628,1.4000,0.1530,0.4872,7,1,3.30,2.07
GOODS-N,1162450,189.31358,62.31115,6.800000190734863,6.800000190734863,6.798859119415283,0.9978373050689697,6-8,10.7050,3.2877,22.4774,4.1436,26.5236,4.1093,10.3707,1.5995,15.5908,1.4339,25.6641,3.1372,10.6465,2.9845,0.1014,0.0892,1.4000,0.2249,0.5290,7,1,3.57,8.18
GOODS-N,1162499,189.37617,62.311478,7.159999847412109,7.159999847412109,7.160441875457764,0.9999994039535522,6-8,7.6226,4.6259,22.5190,6.4181,19.7947,5.0558,13.8103,6.9918,19.1640,3.0435,26.3247,3.4396,33.3246,3.8824,0.1039,0.0814,1.4000,0.2198,0.5606,7,1,8.58,7.65
GOODS-N,1162511,189.30978,62.3116,6.690000057220459,6.690000057220459,6.6942315101623535,1.0000001192092896,6-8,6.1832,3.8705,23.3086,4.3807,27.0789,4.4088,24.1002,1.8735,23.6013,1.7980,44.2623,3.5265,10.1295,3.8072,0.1068,0.0733,1.4000,0.2156,0.6630,7,1,2.66,12.55
GOODS-N,1162642,189.28304,62.312515,7.059999942779541,7.059999942779541,7.054693698883057,0.9999993443489075,6-8,-1.4984,4.4200,12.3510,3.4840,13.2219,3.8516,11.3579,2.9647,10.3556,2.5728,9.8342,2.7704,22.6840,2.5964,0.0961,0.0679,1.4000,0.1959,0.6992,7,1,8.74,3.55
GOODS-N,1162716,189.29259,62.31304,7.139999866485596,7.139999866485596,7.131002426147461,0.9739845395088196,6-8,2.6222,3.8805,3.4914,3.0496,4.9234,3.4885,7.8955,1.9791,7.2933,1.5604,13.6747,2.8101,12.9511,2.3511,0.0988,0.0925,1.4000,0.2254,0.4927,7,1,5.51,4.87
GOODS-N,1162722,189.37566,62.313,6.940000057220459,6.940000057220459,6.935719013214111,0.9999987483024597,6-8,8.1075,4.0749,24.4194,7.1826,28.2575,5.8686,21.3049,7.8791,26.5481,2.3907,34.5723,3.1019,28.6324,2.9795,0.0939,0.0811,1.4000,0.2066,0.5805,7,1,9.61,11.15
GOODS-N,1162762,189.46002,62.313137,7.950000286102295,7.950000286102295,7.950607776641846,0.9576875567436218,6-8,4.9692,4.5859,7.5450,4.6200,4.3595,3.5623,7.0099,3.5773,17.5737,1.8740,53.4898,2.0453,109.1673,2.5787,0.0644,0.0628,1.4000,0.1498,0.6983,7,1,42.33,26.15
GOODS-N,1162826,189.45255,62.31356,6.940000057220459,6.940000057220459,6.935552597045898,0.9992835521697998,6-8,0.3782,3.2264,4.9367,3.6186,4.5236,3.0992,4.6328,3.1178,6.8941,1.6158,19.4026,1.9876,30.7342,2.2148,0.0717,0.0663,1.4000,0.1627,0.6208,7,1,13.88,9.76
GOODS-N,1163097,189.32695,62.315987,7.119999885559082,7.119999885559082,7.118675708770752,0.9999998807907104,6-8,2.3532,17.0014,23.3026,10.6547,35.6129,15.0962,23.7569,19.6811,20.9691,2.5692,21.3375,2.8939,25.1855,5.0189,0.0856,0.0743,1.4000,0.1887,0.5720,7,1,5.02,7.37
GOODS-N,1163099,189.26161,62.316036,7.220000267028809,7.220000267028809,7.216721534729004,0.9998871684074402,6-8,-2.9200,3.2880,6.2490,3.4060,8.8315,3.7749,7.3531,2.3638,5.9127,1.7143,13.1426,2.9386,12.0093,2.6315,0.1002,0.0712,1.4000,0.2047,0.5725,7,1,4.56,4.47
GOODS-N,1163550,189.31056,62.317642,6.570000171661377,6.570000171661377,6.5737199783325195,1.0,6-8,13.9615,4.2651,24.4832,4.7033,19.0954,4.3473,20.3649,3.3633,26.6291,1.6810,55.1532,3.3760,19.4222,3.3523,0.1076,0.0849,1.4000,0.2283,0.7329,7,1,5.79,16.34
GOODS-N,1163551,189.31038,62.317657,6.619999885559082,6.619999885559082,6.6161041259765625,0.9999999403953552,6-8,16.5269,5.2724,40.4834,6.0324,29.9578,5.5856,36.5610,4.1223,40.4617,2.2235,53.9751,4.3072,34.2940,4.1990,0.1309,0.0972,1.4000,0.2715,0.7146,7,1,8.17,12.53
GOODS-N,1163619,189.28706,62.318012,7.200000286102295,7.200000286102295,7.199551582336426,1.0,6-8,14.9557,4.7957,75.2639,4.0614,82.3330,4.7488,86.8654,1.9481,104.1201,1.7489,139.1717,3.2813,160.9782,2.8367,0.1087,0.0912,1.4000,0.2363,0.7462,7,1,56.75,42.41
GOODS-N,1163644,189.36125,62.318184,7.039999961853027,7.039999961853027,7.040229320526123,0.9999873638153076,6-8,2.8368,4.4922,21.5340,5.1464,9.1399,6.1288,15.1650,6.2150,15.1198,2.8603,12.9486,3.0886,15.9092,4.3932,0.0989,0.0819,1.4000,0.2138,0.5065,7,1,3.62,4.19
GOODS-N,1163645,189.32202,62.318134,8.460000038146973,8.460000038146973,8.462103843688965,0.9999983310699463,8-10,3.4916,4.0845,12.5214,3.9406,25.4336,3.9988,12.5985,2.0552,13.9003,2.1112,18.5967,2.7398,23.1589,3.1668,0.0958,0.0612,1.4000,0.1893,0.5345,7,1,7.31,6.79
GOODS-N,1163675,189.288,62.318542,7.0,7.0,7.000154495239258,0.9999998211860657,6-8,3.2142,2.8754,8.0109,2.4575,8.0115,2.6215,6.3968,1.0287,9.2225,0.9269,12.2423,1.9628,16.0202,1.7128,0.0691,0.0652,1.4000,0.1582,0.6174,7,1,9.35,6.24
GOODS-N,1163695,189.27826,62.31871,7.03000020980835,7.03000020980835,7.033044338226318,0.9999991059303284,6-8,13.4186,4.3913,22.4854,3.1533,23.6514,3.3119,23.0572,1.5532,29.6187,1.3750,39.8287,2.5935,43.1356,2.5020,0.0951,0.0800,1.4000,0.2069,0.6936,7,1,17.24,15.36
GOODS-N,1163720,189.27762,62.31883,7.190000057220459,7.190000057220459,7.185760498046875,0.9999999403953552,6-8,18.1089,5.6305,33.7703,4.0711,39.6612,4.2164,31.7411,2.1665,35.3282,1.8840,42.5946,3.4462,50.7392,3.2504,0.1182,0.0829,1.4000,0.2404,0.7798,7,1,15.61,12.36
GOODS-N,1163840,189.37361,62.31946,7.389999866485596,7.389999866485596,7.3855509757995605,0.9999999403953552,6-8,-15.5959,4.7071,30.5365,4.3966,25.2450,4.6044,20.9471,4.3546,27.7516,2.8072,38.6984,2.4049,48.1299,8.4925,0.1038,0.0933,1.4000,0.2324,0.6552,7,1,5.67,16.09
GOODS-N,1163901,189.42433,62.31985,9.899999618530273,9.899999618530273,9.899507522583008,0.9918262958526611,8-10,-0.9164,4.7149,1.3341,17.5230,12.5952,5.4675,16.4316,15.7485,10.1572,3.1330,12.4609,3.1843,15.6357,9.4617,0.0745,0.0686,1.4000,0.1686,0.5707,7,1,1.65,3.91
GOODS-N,1163968,189.25691,62.320415,6.769999980926514,6.769999980926514,6.768661022186279,0.9990480542182922,6-8,-7.5604,5.2219,19.6603,6.0124,15.2062,5.5424,7.8426,3.6609,7.6584,1.8076,20.0844,3.8957,17.1036,4.1892,0.1290,0.1029,1.4000,0.2748,0.5366,7,1,4.08,5.16
GOODS-N,1163986,189.27382,62.320534,7.269999980926514,7.269999980926514,7.266070365905762,0.9999998807907104,6-8,3.2595,3.3970,39.0559,2.6138,42.4868,2.9833,44.8799,1.2912,53.4649,1.0269,71.0825,2.3326,115.0815,2.3295,0.0876,0.0779,1.4000,0.1951,0.7247,7,1,49.40,30.47
GOODS-N,1163987,189.27417,62.320507,6.950000286102295,6.950000286102295,6.952478408813477,1.0,6-8,9.7206,3.2561,27.1198,2.4893,19.8543,2.8726,20.0433,1.2232,18.9510,0.9765,23.2376,2.2136,22.3769,2.2043,0.0845,0.0839,1.4000,0.1983,0.6054,7,1,10.15,10.50
GOODS-N,1164046,189.28319,62.320827,7.260000228881836,7.260000228881836,7.263680934906006,0.9999998807907104,6-8,2.1900,4.1515,7.0373,3.2030,14.4618,3.5155,13.8972,1.2693,19.7221,1.1803,36.2847,2.5323,77.1279,2.5596,0.0910,0.0742,1.4000,0.1955,0.6110,7,1,30.13,14.33
GOODS-N,1164239,189.24652,62.32195,6.769999980926514,6.769999980926514,6.767667770385742,0.9904524683952332,6-8,-0.2048,3.4160,-0.2279,3.1125,4.5243,3.0678,6.3458,3.1364,7.9400,2.2376,20.4479,2.4713,11.0200,2.4569,0.0816,0.0727,1.4000,0.1820,0.5504,7,1,4.49,8.27
GOODS-N,1164332,189.3098,62.322506,6.690000057220459,6.690000057220459,6.693568229675293,0.9805575609207153,6-8,4.7738,6.4652,6.4263,8.0752,-7.0892,7.4731,5.8247,5.7125,7.4566,3.0307,13.6182,5.8635,-4.9909,6.2490,0.1487,0.0724,1.4000,0.2754,0.4900,7,1,-0.80,2.32
GOODS-N,1164529,189.37112,62.32381,8.59000015258789,8.59000015258789,8.491670608520508,0.9999998807907104,8-10,-6.1230,3.0552,12.0108,3.9854,17.1660,3.8644,16.0885,3.6092,13.9425,2.5602,21.1044,2.6727,27.8611,2.9707,0.0783,0.0618,1.4000,0.1662,0.6004,7,1,9.38,7.90
